word,verse_key,surah_id,verse_id,global_verse_number,word_position,juz,page,audio_file,clip_file,clip_start_sec,clip_end_sec,clip_duration_sec,clip_matched,asr_text,asr_probability
يَسِيرُواْ,47:10,47,10,4555,1,26,507,fullQuran/alafasy_quran_complete/047/047010.mp3,,,,,False,,
فِي,47:10,47,10,4555,2,26,507,fullQuran/alafasy_quran_complete/047/047010.mp3,,,,,False,,
ٱلۡأَرۡضِ,47:10,47,10,4555,3,26,507,fullQuran/alafasy_quran_complete/047/047010.mp3,,,,,False,,
فَيَنظُرُواْ,47:10,47,10,4555,4,26,507,fullQuran/alafasy_quran_complete/047/047010.mp3,,,,,False,,
كَيۡفَ,47:10,47,10,4555,5,26,507,fullQuran/alafasy_quran_complete/047/047010.mp3,,,,,False,,
كَانَ,47:10,47,10,4555,6,26,507,fullQuran/alafasy_quran_complete/047/047010.mp3,,,,,False,,
عَٰقِبَةُ,47:10,47,10,4555,7,26,507,fullQuran/alafasy_quran_complete/047/047010.mp3,,,,,False,,
ٱلَّذِينَ,47:10,47,10,4555,8,26,507,fullQuran/alafasy_quran_complete/047/047010.mp3,,,,,False,,
مِن,47:10,47,10,4555,9,26,507,fullQuran/alafasy_quran_complete/047/047010.mp3,,,,,False,,
قَبۡلِهِمۡۖ,47:10,47,10,4555,10,26,507,fullQuran/alafasy_quran_complete/047/047010.mp3,,,,,False,,
دَمَّرَ,47:10,47,10,4555,11,26,507,fullQuran/alafasy_quran_complete/047/047010.mp3,,,,,False,,
ٱللَّهُ,47:10,47,10,4555,12,26,507,fullQuran/alafasy_quran_complete/047/047010.mp3,,,,,False,,
عَلَيۡهِمۡۖ,47:10,47,10,4555,13,26,507,fullQuran/alafasy_quran_complete/047/047010.mp3,,,,,False,,
وَلِلۡكَٰفِرِينَ,47:10,47,10,4555,14,26,507,fullQuran/alafasy_quran_complete/047/047010.mp3,,,,,False,,
أَمۡثَٰلُهَا,47:10,47,10,4555,15,26,507,fullQuran/alafasy_quran_complete/047/047010.mp3,,,,,False,,
ذَٰلِكَ,47:11,47,11,4556,0,26,507,fullQuran/alafasy_quran_complete/047/047011.mp3,,,,,False,,
بِأَنَّ,47:11,47,11,4556,1,26,507,fullQuran/alafasy_quran_complete/047/047011.mp3,,,,,False,,
ٱللَّهَ,47:11,47,11,4556,2,26,507,fullQuran/alafasy_quran_complete/047/047011.mp3,,,,,False,,
مَوۡلَى,47:11,47,11,4556,3,26,507,fullQuran/alafasy_quran_complete/047/047011.mp3,,,,,False,,
ٱلَّذِينَ,47:11,47,11,4556,4,26,507,fullQuran/alafasy_quran_complete/047/047011.mp3,,,,,False,,
ءَامَنُواْ,47:11,47,11,4556,5,26,507,fullQuran/alafasy_quran_complete/047/047011.mp3,,,,,False,,
وَأَنَّ,47:11,47,11,4556,6,26,507,fullQuran/alafasy_quran_complete/047/047011.mp3,,,,,False,,
ٱلۡكَٰفِرِينَ,47:11,47,11,4556,7,26,507,fullQuran/alafasy_quran_complete/047/047011.mp3,,,,,False,,
لَا,47:11,47,11,4556,8,26,507,fullQuran/alafasy_quran_complete/047/047011.mp3,,,,,False,,
مَوۡلَىٰ,47:11,47,11,4556,9,26,507,fullQuran/alafasy_quran_complete/047/047011.mp3,,,,,False,,
لَهُمۡ,47:11,47,11,4556,10,26,507,fullQuran/alafasy_quran_complete/047/047011.mp3,,,,,False,,
إِنَّ,47:12,47,12,4557,0,26,508,fullQuran/alafasy_quran_complete/047/047012.mp3,,,,,False,,
ٱللَّهَ,47:12,47,12,4557,1,26,508,fullQuran/alafasy_quran_complete/047/047012.mp3,,,,,False,,
يُدۡخِلُ,47:12,47,12,4557,2,26,508,fullQuran/alafasy_quran_complete/047/047012.mp3,,,,,False,,
ٱلَّذِينَ,47:12,47,12,4557,3,26,508,fullQuran/alafasy_quran_complete/047/047012.mp3,,,,,False,,
ءَامَنُواْ,47:12,47,12,4557,4,26,508,fullQuran/alafasy_quran_complete/047/047012.mp3,,,,,False,,
وَعَمِلُواْ,47:12,47,12,4557,5,26,508,fullQuran/alafasy_quran_complete/047/047012.mp3,,,,,False,,
ٱلصَّـٰلِحَٰتِ,47:12,47,12,4557,6,26,508,fullQuran/alafasy_quran_complete/047/047012.mp3,,,,,False,,
جَنَّـٰتٖ,47:12,47,12,4557,7,26,508,fullQuran/alafasy_quran_complete/047/047012.mp3,,,,,False,,
تَجۡرِي,47:12,47,12,4557,8,26,508,fullQuran/alafasy_quran_complete/047/047012.mp3,,,,,False,,
مِن,47:12,47,12,4557,9,26,508,fullQuran/alafasy_quran_complete/047/047012.mp3,,,,,False,,
تَحۡتِهَا,47:12,47,12,4557,10,26,508,fullQuran/alafasy_quran_complete/047/047012.mp3,,,,,False,,
ٱلۡأَنۡهَٰرُۖ,47:12,47,12,4557,11,26,508,fullQuran/alafasy_quran_complete/047/047012.mp3,,,,,False,,
وَٱلَّذِينَ,47:12,47,12,4557,12,26,508,fullQuran/alafasy_quran_complete/047/047012.mp3,,,,,False,,
كَفَرُواْ,47:12,47,12,4557,13,26,508,fullQuran/alafasy_quran_complete/047/047012.mp3,,,,,False,,
يَتَمَتَّعُونَ,47:12,47,12,4557,14,26,508,fullQuran/alafasy_quran_complete/047/047012.mp3,,,,,False,,
وَيَأۡكُلُونَ,47:12,47,12,4557,15,26,508,fullQuran/alafasy_quran_complete/047/047012.mp3,,,,,False,,
كَمَا,47:12,47,12,4557,16,26,508,fullQuran/alafasy_quran_complete/047/047012.mp3,,,,,False,,
تَأۡكُلُ,47:12,47,12,4557,17,26,508,fullQuran/alafasy_quran_complete/047/047012.mp3,,,,,False,,
ٱلۡأَنۡعَٰمُ,47:12,47,12,4557,18,26,508,fullQuran/alafasy_quran_complete/047/047012.mp3,,,,,False,,
وَٱلنَّارُ,47:12,47,12,4557,19,26,508,fullQuran/alafasy_quran_complete/047/047012.mp3,,,,,False,,
مَثۡوٗى,47:12,47,12,4557,20,26,508,fullQuran/alafasy_quran_complete/047/047012.mp3,,,,,False,,
لَّهُمۡ,47:12,47,12,4557,21,26,508,fullQuran/alafasy_quran_complete/047/047012.mp3,,,,,False,,
وَكَأَيِّن,47:13,47,13,4558,0,26,508,fullQuran/alafasy_quran_complete/047/047013.mp3,,,,,False,,
مِّن,47:13,47,13,4558,1,26,508,fullQuran/alafasy_quran_complete/047/047013.mp3,,,,,False,,
قَرۡيَةٍ,47:13,47,13,4558,2,26,508,fullQuran/alafasy_quran_complete/047/047013.mp3,,,,,False,,
هِيَ,47:13,47,13,4558,3,26,508,fullQuran/alafasy_quran_complete/047/047013.mp3,,,,,False,,
أَشَدُّ,47:13,47,13,4558,4,26,508,fullQuran/alafasy_quran_complete/047/047013.mp3,,,,,False,,
قُوَّةٗ,47:13,47,13,4558,5,26,508,fullQuran/alafasy_quran_complete/047/047013.mp3,,,,,False,,
مِّن,47:13,47,13,4558,6,26,508,fullQuran/alafasy_quran_complete/047/047013.mp3,,,,,False,,
قَرۡيَتِكَ,47:13,47,13,4558,7,26,508,fullQuran/alafasy_quran_complete/047/047013.mp3,,,,,False,,
ٱلَّتِيٓ,47:13,47,13,4558,8,26,508,fullQuran/alafasy_quran_complete/047/047013.mp3,,,,,False,,
أَخۡرَجَتۡكَ,47:13,47,13,4558,9,26,508,fullQuran/alafasy_quran_complete/047/047013.mp3,,,,,False,,
أَهۡلَكۡنَٰهُمۡ,47:13,47,13,4558,10,26,508,fullQuran/alafasy_quran_complete/047/047013.mp3,,,,,False,,
فَلَا,47:13,47,13,4558,11,26,508,fullQuran/alafasy_quran_complete/047/047013.mp3,,,,,False,,
نَاصِرَ,47:13,47,13,4558,12,26,508,fullQuran/alafasy_quran_complete/047/047013.mp3,,,,,False,,
لَهُمۡ,47:13,47,13,4558,13,26,508,fullQuran/alafasy_quran_complete/047/047013.mp3,,,,,False,,
أَفَمَن,47:14,47,14,4559,0,26,508,fullQuran/alafasy_quran_complete/047/047014.mp3,,,,,False,,
كَانَ,47:14,47,14,4559,1,26,508,fullQuran/alafasy_quran_complete/047/047014.mp3,,,,,False,,
عَلَىٰ,47:14,47,14,4559,2,26,508,fullQuran/alafasy_quran_complete/047/047014.mp3,,,,,False,,
بَيِّنَةٖ,47:14,47,14,4559,3,26,508,fullQuran/alafasy_quran_complete/047/047014.mp3,,,,,False,,
مِّن,47:14,47,14,4559,4,26,508,fullQuran/alafasy_quran_complete/047/047014.mp3,,,,,False,,
رَّبِّهِۦ,47:14,47,14,4559,5,26,508,fullQuran/alafasy_quran_complete/047/047014.mp3,,,,,False,,
كَمَن,47:14,47,14,4559,6,26,508,fullQuran/alafasy_quran_complete/047/047014.mp3,,,,,False,,
زُيِّنَ,47:14,47,14,4559,7,26,508,fullQuran/alafasy_quran_complete/047/047014.mp3,,,,,False,,
لَهُۥ,47:14,47,14,4559,8,26,508,fullQuran/alafasy_quran_complete/047/047014.mp3,,,,,False,,
سُوٓءُ,47:14,47,14,4559,9,26,508,fullQuran/alafasy_quran_complete/047/047014.mp3,,,,,False,,
عَمَلِهِۦ,47:14,47,14,4559,10,26,508,fullQuran/alafasy_quran_complete/047/047014.mp3,,,,,False,,
وَٱتَّبَعُوٓاْ,47:14,47,14,4559,11,26,508,fullQuran/alafasy_quran_complete/047/047014.mp3,,,,,False,,
أَهۡوَآءَهُم,47:14,47,14,4559,12,26,508,fullQuran/alafasy_quran_complete/047/047014.mp3,,,,,False,,
مَّثَلُ,47:15,47,15,4560,0,26,508,fullQuran/alafasy_quran_complete/047/047015.mp3,,,,,False,,
ٱلۡجَنَّةِ,47:15,47,15,4560,1,26,508,fullQuran/alafasy_quran_complete/047/047015.mp3,,,,,False,,
ٱلَّتِي,47:15,47,15,4560,2,26,508,fullQuran/alafasy_quran_complete/047/047015.mp3,,,,,False,,
وُعِدَ,47:15,47,15,4560,3,26,508,fullQuran/alafasy_quran_complete/047/047015.mp3,,,,,False,,
ٱلۡمُتَّقُونَۖ,47:15,47,15,4560,4,26,508,fullQuran/alafasy_quran_complete/047/047015.mp3,,,,,False,,
فِيهَآ,47:15,47,15,4560,5,26,508,fullQuran/alafasy_quran_complete/047/047015.mp3,,,,,False,,
أَنۡهَٰرٞ,47:15,47,15,4560,6,26,508,fullQuran/alafasy_quran_complete/047/047015.mp3,,,,,False,,
مِّن,47:15,47,15,4560,7,26,508,fullQuran/alafasy_quran_complete/047/047015.mp3,,,,,False,,
مَّآءٍ,47:15,47,15,4560,8,26,508,fullQuran/alafasy_quran_complete/047/047015.mp3,,,,,False,,
غَيۡرِ,47:15,47,15,4560,9,26,508,fullQuran/alafasy_quran_complete/047/047015.mp3,,,,,False,,
ءَاسِنٖ,47:15,47,15,4560,10,26,508,fullQuran/alafasy_quran_complete/047/047015.mp3,,,,,False,,
وَأَنۡهَٰرٞ,47:15,47,15,4560,11,26,508,fullQuran/alafasy_quran_complete/047/047015.mp3,,,,,False,,
مِّن,47:15,47,15,4560,12,26,508,fullQuran/alafasy_quran_complete/047/047015.mp3,,,,,False,,
لَّبَنٖ,47:15,47,15,4560,13,26,508,fullQuran/alafasy_quran_complete/047/047015.mp3,,,,,False,,
لَّمۡ,47:15,47,15,4560,14,26,508,fullQuran/alafasy_quran_complete/047/047015.mp3,,,,,False,,
يَتَغَيَّرۡ,47:15,47,15,4560,15,26,508,fullQuran/alafasy_quran_complete/047/047015.mp3,,,,,False,,
طَعۡمُهُۥ,47:15,47,15,4560,16,26,508,fullQuran/alafasy_quran_complete/047/047015.mp3,,,,,False,,
وَأَنۡهَٰرٞ,47:15,47,15,4560,17,26,508,fullQuran/alafasy_quran_complete/047/047015.mp3,,,,,False,,
مِّنۡ,47:15,47,15,4560,18,26,508,fullQuran/alafasy_quran_complete/047/047015.mp3,,,,,False,,
خَمۡرٖ,47:15,47,15,4560,19,26,508,fullQuran/alafasy_quran_complete/047/047015.mp3,,,,,False,,
لَّذَّةٖ,47:15,47,15,4560,20,26,508,fullQuran/alafasy_quran_complete/047/047015.mp3,,,,,False,,
لِّلشَّـٰرِبِينَ,47:15,47,15,4560,21,26,508,fullQuran/alafasy_quran_complete/047/047015.mp3,,,,,False,,
وَأَنۡهَٰرٞ,47:15,47,15,4560,22,26,508,fullQuran/alafasy_quran_complete/047/047015.mp3,,,,,False,,
مِّنۡ,47:15,47,15,4560,23,26,508,fullQuran/alafasy_quran_complete/047/047015.mp3,,,,,False,,
عَسَلٖ,47:15,47,15,4560,24,26,508,fullQuran/alafasy_quran_complete/047/047015.mp3,,,,,False,,
مُّصَفّٗىۖ,47:15,47,15,4560,25,26,508,fullQuran/alafasy_quran_complete/047/047015.mp3,,,,,False,,
وَلَهُمۡ,47:15,47,15,4560,26,26,508,fullQuran/alafasy_quran_complete/047/047015.mp3,,,,,False,,
فِيهَا,47:15,47,15,4560,27,26,508,fullQuran/alafasy_quran_complete/047/047015.mp3,,,,,False,,
مِن,47:15,47,15,4560,28,26,508,fullQuran/alafasy_quran_complete/047/047015.mp3,,,,,False,,
كُلِّ,47:15,47,15,4560,29,26,508,fullQuran/alafasy_quran_complete/047/047015.mp3,,,,,False,,
ٱلثَّمَرَٰتِ,47:15,47,15,4560,30,26,508,fullQuran/alafasy_quran_complete/047/047015.mp3,,,,,False,,
وَمَغۡفِرَةٞ,47:15,47,15,4560,31,26,508,fullQuran/alafasy_quran_complete/047/047015.mp3,,,,,False,,
مِّن,47:15,47,15,4560,32,26,508,fullQuran/alafasy_quran_complete/047/047015.mp3,,,,,False,,
رَّبِّهِمۡۖ,47:15,47,15,4560,33,26,508,fullQuran/alafasy_quran_complete/047/047015.mp3,,,,,False,,
كَمَنۡ,47:15,47,15,4560,34,26,508,fullQuran/alafasy_quran_complete/047/047015.mp3,,,,,False,,
هُوَ,47:15,47,15,4560,35,26,508,fullQuran/alafasy_quran_complete/047/047015.mp3,,,,,False,,
خَٰلِدٞ,47:15,47,15,4560,36,26,508,fullQuran/alafasy_quran_complete/047/047015.mp3,,,,,False,,
فِي,47:15,47,15,4560,37,26,508,fullQuran/alafasy_quran_complete/047/047015.mp3,,,,,False,,
ٱلنَّارِ,47:15,47,15,4560,38,26,508,fullQuran/alafasy_quran_complete/047/047015.mp3,,,,,False,,
وَسُقُواْ,47:15,47,15,4560,39,26,508,fullQuran/alafasy_quran_complete/047/047015.mp3,,,,,False,,
مَآءً,47:15,47,15,4560,40,26,508,fullQuran/alafasy_quran_complete/047/047015.mp3,,,,,False,,
حَمِيمٗا,47:15,47,15,4560,41,26,508,fullQuran/alafasy_quran_complete/047/047015.mp3,,,,,False,,
فَقَطَّعَ,47:15,47,15,4560,42,26,508,fullQuran/alafasy_quran_complete/047/047015.mp3,,,,,False,,
أَمۡعَآءَهُمۡ,47:15,47,15,4560,43,26,508,fullQuran/alafasy_quran_complete/047/047015.mp3,,,,,False,,
وَمِنۡهُم,47:16,47,16,4561,0,26,508,fullQuran/alafasy_quran_complete/047/047016.mp3,,,,,False,,
مَّن,47:16,47,16,4561,1,26,508,fullQuran/alafasy_quran_complete/047/047016.mp3,,,,,False,,
يَسۡتَمِعُ,47:16,47,16,4561,2,26,508,fullQuran/alafasy_quran_complete/047/047016.mp3,,,,,False,,
إِلَيۡكَ,47:16,47,16,4561,3,26,508,fullQuran/alafasy_quran_complete/047/047016.mp3,,,,,False,,
حَتَّىٰٓ,47:16,47,16,4561,4,26,508,fullQuran/alafasy_quran_complete/047/047016.mp3,,,,,False,,
إِذَا,47:16,47,16,4561,5,26,508,fullQuran/alafasy_quran_complete/047/047016.mp3,,,,,False,,
خَرَجُواْ,47:16,47,16,4561,6,26,508,fullQuran/alafasy_quran_complete/047/047016.mp3,,,,,False,,
مِنۡ,47:16,47,16,4561,7,26,508,fullQuran/alafasy_quran_complete/047/047016.mp3,,,,,False,,
عِندِكَ,47:16,47,16,4561,8,26,508,fullQuran/alafasy_quran_complete/047/047016.mp3,,,,,False,,
قَالُواْ,47:16,47,16,4561,9,26,508,fullQuran/alafasy_quran_complete/047/047016.mp3,,,,,False,,
لِلَّذِينَ,47:16,47,16,4561,10,26,508,fullQuran/alafasy_quran_complete/047/047016.mp3,,,,,False,,
أُوتُواْ,47:16,47,16,4561,11,26,508,fullQuran/alafasy_quran_complete/047/047016.mp3,,,,,False,,
ٱلۡعِلۡمَ,47:16,47,16,4561,12,26,508,fullQuran/alafasy_quran_complete/047/047016.mp3,,,,,False,,
مَاذَا,47:16,47,16,4561,13,26,508,fullQuran/alafasy_quran_complete/047/047016.mp3,,,,,False,,
قَالَ,47:16,47,16,4561,14,26,508,fullQuran/alafasy_quran_complete/047/047016.mp3,,,,,False,,
ءَانِفًاۚ,47:16,47,16,4561,15,26,508,fullQuran/alafasy_quran_complete/047/047016.mp3,,,,,False,,
أُوْلَـٰٓئِكَ,47:16,47,16,4561,16,26,508,fullQuran/alafasy_quran_complete/047/047016.mp3,,,,,False,,
ٱلَّذِينَ,47:16,47,16,4561,17,26,508,fullQuran/alafasy_quran_complete/047/047016.mp3,,,,,False,,
طَبَعَ,47:16,47,16,4561,18,26,508,fullQuran/alafasy_quran_complete/047/047016.mp3,,,,,False,,
ٱللَّهُ,47:16,47,16,4561,19,26,508,fullQuran/alafasy_quran_complete/047/047016.mp3,,,,,False,,
عَلَىٰ,47:16,47,16,4561,20,26,508,fullQuran/alafasy_quran_complete/047/047016.mp3,,,,,False,,
قُلُوبِهِمۡ,47:16,47,16,4561,21,26,508,fullQuran/alafasy_quran_complete/047/047016.mp3,,,,,False,,
وَٱتَّبَعُوٓاْ,47:16,47,16,4561,22,26,508,fullQuran/alafasy_quran_complete/047/047016.mp3,,,,,False,,
أَهۡوَآءَهُمۡ,47:16,47,16,4561,23,26,508,fullQuran/alafasy_quran_complete/047/047016.mp3,,,,,False,,
وَٱلَّذِينَ,47:17,47,17,4562,0,26,508,fullQuran/alafasy_quran_complete/047/047017.mp3,,,,,False,,
ٱهۡتَدَوۡاْ,47:17,47,17,4562,1,26,508,fullQuran/alafasy_quran_complete/047/047017.mp3,,,,,False,,
زَادَهُمۡ,47:17,47,17,4562,2,26,508,fullQuran/alafasy_quran_complete/047/047017.mp3,,,,,False,,
هُدٗى,47:17,47,17,4562,3,26,508,fullQuran/alafasy_quran_complete/047/047017.mp3,,,,,False,,
وَءَاتَىٰهُمۡ,47:17,47,17,4562,4,26,508,fullQuran/alafasy_quran_complete/047/047017.mp3,,,,,False,,
تَقۡوَىٰهُمۡ,47:17,47,17,4562,5,26,508,fullQuran/alafasy_quran_complete/047/047017.mp3,,,,,False,,
فَهَلۡ,47:18,47,18,4563,0,26,508,fullQuran/alafasy_quran_complete/047/047018.mp3,,,,,False,,
يَنظُرُونَ,47:18,47,18,4563,1,26,508,fullQuran/alafasy_quran_complete/047/047018.mp3,,,,,False,,
إِلَّا,47:18,47,18,4563,2,26,508,fullQuran/alafasy_quran_complete/047/047018.mp3,,,,,False,,
ٱلسَّاعَةَ,47:18,47,18,4563,3,26,508,fullQuran/alafasy_quran_complete/047/047018.mp3,,,,,False,,
أَن,47:18,47,18,4563,4,26,508,fullQuran/alafasy_quran_complete/047/047018.mp3,,,,,False,,
تَأۡتِيَهُم,47:18,47,18,4563,5,26,508,fullQuran/alafasy_quran_complete/047/047018.mp3,,,,,False,,
بَغۡتَةٗۖ,47:18,47,18,4563,6,26,508,fullQuran/alafasy_quran_complete/047/047018.mp3,,,,,False,,
فَقَدۡ,47:18,47,18,4563,7,26,508,fullQuran/alafasy_quran_complete/047/047018.mp3,,,,,False,,
جَآءَ,47:18,47,18,4563,8,26,508,fullQuran/alafasy_quran_complete/047/047018.mp3,,,,,False,,
أَشۡرَاطُهَاۚ,47:18,47,18,4563,9,26,508,fullQuran/alafasy_quran_complete/047/047018.mp3,,,,,False,,
فَأَنَّىٰ,47:18,47,18,4563,10,26,508,fullQuran/alafasy_quran_complete/047/047018.mp3,,,,,False,,
لَهُمۡ,47:18,47,18,4563,11,26,508,fullQuran/alafasy_quran_complete/047/047018.mp3,,,,,False,,
إِذَا,47:18,47,18,4563,12,26,508,fullQuran/alafasy_quran_complete/047/047018.mp3,,,,,False,,
جَآءَتۡهُمۡ,47:18,47,18,4563,13,26,508,fullQuran/alafasy_quran_complete/047/047018.mp3,,,,,False,,
ذِكۡرَىٰهُمۡ,47:18,47,18,4563,14,26,508,fullQuran/alafasy_quran_complete/047/047018.mp3,,,,,False,,
فَٱعۡلَمۡ,47:19,47,19,4564,0,26,508,fullQuran/alafasy_quran_complete/047/047019.mp3,,,,,False,,
أَنَّهُۥ,47:19,47,19,4564,1,26,508,fullQuran/alafasy_quran_complete/047/047019.mp3,,,,,False,,
لَآ,47:19,47,19,4564,2,26,508,fullQuran/alafasy_quran_complete/047/047019.mp3,,,,,False,,
إِلَٰهَ,47:19,47,19,4564,3,26,508,fullQuran/alafasy_quran_complete/047/047019.mp3,,,,,False,,
إِلَّا,47:19,47,19,4564,4,26,508,fullQuran/alafasy_quran_complete/047/047019.mp3,,,,,False,,
ٱللَّهُ,47:19,47,19,4564,5,26,508,fullQuran/alafasy_quran_complete/047/047019.mp3,,,,,False,,
وَٱسۡتَغۡفِرۡ,47:19,47,19,4564,6,26,508,fullQuran/alafasy_quran_complete/047/047019.mp3,,,,,False,,
لِذَنۢبِكَ,47:19,47,19,4564,7,26,508,fullQuran/alafasy_quran_complete/047/047019.mp3,,,,,False,,
وَلِلۡمُؤۡمِنِينَ,47:19,47,19,4564,8,26,508,fullQuran/alafasy_quran_complete/047/047019.mp3,,,,,False,,
وَٱلۡمُؤۡمِنَٰتِۗ,47:19,47,19,4564,9,26,508,fullQuran/alafasy_quran_complete/047/047019.mp3,,,,,False,,
وَٱللَّهُ,47:19,47,19,4564,10,26,508,fullQuran/alafasy_quran_complete/047/047019.mp3,,,,,False,,
يَعۡلَمُ,47:19,47,19,4564,11,26,508,fullQuran/alafasy_quran_complete/047/047019.mp3,,,,,False,,
مُتَقَلَّبَكُمۡ,47:19,47,19,4564,12,26,508,fullQuran/alafasy_quran_complete/047/047019.mp3,,,,,False,,
وَمَثۡوَىٰكُمۡ,47:19,47,19,4564,13,26,508,fullQuran/alafasy_quran_complete/047/047019.mp3,,,,,False,,
وَيَقُولُ,47:20,47,20,4565,0,26,509,fullQuran/alafasy_quran_complete/047/047020.mp3,,,,,False,,
ٱلَّذِينَ,47:20,47,20,4565,1,26,509,fullQuran/alafasy_quran_complete/047/047020.mp3,,,,,False,,
ءَامَنُواْ,47:20,47,20,4565,2,26,509,fullQuran/alafasy_quran_complete/047/047020.mp3,,,,,False,,
لَوۡلَا,47:20,47,20,4565,3,26,509,fullQuran/alafasy_quran_complete/047/047020.mp3,,,,,False,,
نُزِّلَتۡ,47:20,47,20,4565,4,26,509,fullQuran/alafasy_quran_complete/047/047020.mp3,,,,,False,,
سُورَةٞۖ,47:20,47,20,4565,5,26,509,fullQuran/alafasy_quran_complete/047/047020.mp3,,,,,False,,
فَإِذَآ,47:20,47,20,4565,6,26,509,fullQuran/alafasy_quran_complete/047/047020.mp3,,,,,False,,
أُنزِلَتۡ,47:20,47,20,4565,7,26,509,fullQuran/alafasy_quran_complete/047/047020.mp3,,,,,False,,
سُورَةٞ,47:20,47,20,4565,8,26,509,fullQuran/alafasy_quran_complete/047/047020.mp3,,,,,False,,
مُّحۡكَمَةٞ,47:20,47,20,4565,9,26,509,fullQuran/alafasy_quran_complete/047/047020.mp3,,,,,False,,
وَذُكِرَ,47:20,47,20,4565,10,26,509,fullQuran/alafasy_quran_complete/047/047020.mp3,,,,,False,,
فِيهَا,47:20,47,20,4565,11,26,509,fullQuran/alafasy_quran_complete/047/047020.mp3,,,,,False,,
ٱلۡقِتَالُ,47:20,47,20,4565,12,26,509,fullQuran/alafasy_quran_complete/047/047020.mp3,,,,,False,,
رَأَيۡتَ,47:20,47,20,4565,13,26,509,fullQuran/alafasy_quran_complete/047/047020.mp3,,,,,False,,
ٱلَّذِينَ,47:20,47,20,4565,14,26,509,fullQuran/alafasy_quran_complete/047/047020.mp3,,,,,False,,
فِي,47:20,47,20,4565,15,26,509,fullQuran/alafasy_quran_complete/047/047020.mp3,,,,,False,,
قُلُوبِهِم,47:20,47,20,4565,16,26,509,fullQuran/alafasy_quran_complete/047/047020.mp3,,,,,False,,
مَّرَضٞ,47:20,47,20,4565,17,26,509,fullQuran/alafasy_quran_complete/047/047020.mp3,,,,,False,,
يَنظُرُونَ,47:20,47,20,4565,18,26,509,fullQuran/alafasy_quran_complete/047/047020.mp3,,,,,False,,
إِلَيۡكَ,47:20,47,20,4565,19,26,509,fullQuran/alafasy_quran_complete/047/047020.mp3,,,,,False,,
نَظَرَ,47:20,47,20,4565,20,26,509,fullQuran/alafasy_quran_complete/047/047020.mp3,,,,,False,,
ٱلۡمَغۡشِيِّ,47:20,47,20,4565,21,26,509,fullQuran/alafasy_quran_complete/047/047020.mp3,,,,,False,,
عَلَيۡهِ,47:20,47,20,4565,22,26,509,fullQuran/alafasy_quran_complete/047/047020.mp3,,,,,False,,
مِنَ,47:20,47,20,4565,23,26,509,fullQuran/alafasy_quran_complete/047/047020.mp3,,,,,False,,
ٱلۡمَوۡتِۖ,47:20,47,20,4565,24,26,509,fullQuran/alafasy_quran_complete/047/047020.mp3,,,,,False,,
فَأَوۡلَىٰ,47:20,47,20,4565,25,26,509,fullQuran/alafasy_quran_complete/047/047020.mp3,,,,,False,,
لَهُمۡ,47:20,47,20,4565,26,26,509,fullQuran/alafasy_quran_complete/047/047020.mp3,,,,,False,,
طَاعَةٞ,47:21,47,21,4566,0,26,509,fullQuran/alafasy_quran_complete/047/047021.mp3,,,,,False,,
وَقَوۡلٞ,47:21,47,21,4566,1,26,509,fullQuran/alafasy_quran_complete/047/047021.mp3,,,,,False,,
مَّعۡرُوفٞۚ,47:21,47,21,4566,2,26,509,fullQuran/alafasy_quran_complete/047/047021.mp3,,,,,False,,
فَإِذَا,47:21,47,21,4566,3,26,509,fullQuran/alafasy_quran_complete/047/047021.mp3,,,,,False,,
عَزَمَ,47:21,47,21,4566,4,26,509,fullQuran/alafasy_quran_complete/047/047021.mp3,,,,,False,,
ٱلۡأَمۡرُ,47:21,47,21,4566,5,26,509,fullQuran/alafasy_quran_complete/047/047021.mp3,,,,,False,,
فَلَوۡ,47:21,47,21,4566,6,26,509,fullQuran/alafasy_quran_complete/047/047021.mp3,,,,,False,,
صَدَقُواْ,47:21,47,21,4566,7,26,509,fullQuran/alafasy_quran_complete/047/047021.mp3,,,,,False,,
ٱللَّهَ,47:21,47,21,4566,8,26,509,fullQuran/alafasy_quran_complete/047/047021.mp3,,,,,False,,
لَكَانَ,47:21,47,21,4566,9,26,509,fullQuran/alafasy_quran_complete/047/047021.mp3,,,,,False,,
خَيۡرٗا,47:21,47,21,4566,10,26,509,fullQuran/alafasy_quran_complete/047/047021.mp3,,,,,False,,
لَّهُمۡ,47:21,47,21,4566,11,26,509,fullQuran/alafasy_quran_complete/047/047021.mp3,,,,,False,,
فَهَلۡ,47:22,47,22,4567,0,26,509,fullQuran/alafasy_quran_complete/047/047022.mp3,,,,,False,,
عَسَيۡتُمۡ,47:22,47,22,4567,1,26,509,fullQuran/alafasy_quran_complete/047/047022.mp3,,,,,False,,
إِن,47:22,47,22,4567,2,26,509,fullQuran/alafasy_quran_complete/047/047022.mp3,,,,,False,,
تَوَلَّيۡتُمۡ,47:22,47,22,4567,3,26,509,fullQuran/alafasy_quran_complete/047/047022.mp3,,,,,False,,
أَن,47:22,47,22,4567,4,26,509,fullQuran/alafasy_quran_complete/047/047022.mp3,,,,,False,,
تُفۡسِدُواْ,47:22,47,22,4567,5,26,509,fullQuran/alafasy_quran_complete/047/047022.mp3,,,,,False,,
فِي,47:22,47,22,4567,6,26,509,fullQuran/alafasy_quran_complete/047/047022.mp3,,,,,False,,
